id,Gender,Customer_Type,Age,Type_of_Travel,Class,Flight_Distance
87935,Female,disloyal Customer,23,Business travel,Eco,271
10735,Male,Loyal Customer,74,Business travel,Eco,134
118083,Male,Loyal Customer,60,Business travel,Business,1276
15189,Female,Loyal Customer,46,Business travel,Business,3185
116832,Male,Loyal Customer,55,Business travel,Business,451
99415,Male,Loyal Customer,41,Business travel,Business,1981
111821,Male,Loyal Customer,59,Personal Travel,Business,1605
60089,Male,Loyal Customer,57,Business travel,Business,1005
51644,Female,Loyal Customer,36,Business travel,Eco,455
129771,Male,Loyal Customer,16,Personal Travel,Eco,308
5412,Female,Loyal Customer,54,Business travel,Business,812
98444,Female,disloyal Customer,38,Business travel,Eco,414
39113,Male,Loyal Customer,36,Business travel,Eco,190
36518,Female,Loyal Customer,25,Business travel,Business,1197
119576,Female,Loyal Customer,55,Personal Travel,Eco Plus,814
57227,Female,Loyal Customer,40,Personal Travel,Eco,1514
107365,Female,Loyal Customer,21,Personal Travel,Eco,632
233,Female,disloyal Customer,38,Business travel,Business,213
70295,Female,Loyal Customer,10,Personal Travel,Eco,852
110124,Female,Loyal Customer,60,Business travel,Business,1056
46382,Female,disloyal Customer,45,Business travel,Eco,1013
121254,Male,disloyal Customer,54,Business travel,Eco,575
92891,Male,Loyal Customer,51,Business travel,Business,3236
57816,Male,Loyal Customer,44,Business travel,Business,2764
36109,Female,Loyal Customer,46,Personal Travel,Eco Plus,399
1770,Male,disloyal Customer,20,Business travel,Business,408
70400,Female,Loyal Customer,44,Business travel,Business,1162
75299,Male,Loyal Customer,36,Personal Travel,Eco Plus,1744
121885,Female,Loyal Customer,13,Personal Travel,Eco,366
93772,Male,Loyal Customer,38,Personal Travel,Eco Plus,368
15078,Female,Loyal Customer,33,Business travel,Business,239
17597,Male,Loyal Customer,63,Personal Travel,Eco,695
4927,Female,Loyal Customer,60,Business travel,Business,1020
32994,Female,Loyal Customer,62,Personal Travel,Eco,163
8213,Female,Loyal Customer,50,Business travel,Eco,125
53073,Female,Loyal Customer,24,Business travel,Eco Plus,1208
19789,Female,Loyal Customer,15,Personal Travel,Eco,667
84270,Male,Loyal Customer,34,Business travel,Business,334
74151,Female,Loyal Customer,36,Business travel,Business,2046
117893,Female,Loyal Customer,50,Business travel,Business,1566
15249,Male,Loyal Customer,19,Personal Travel,Eco,445
114937,Male,Loyal Customer,52,Business travel,Business,2590
85861,Male,Loyal Customer,50,Business travel,Business,2136
17158,Female,disloyal Customer,26,Business travel,Eco,643
128028,Female,disloyal Customer,49,Business travel,Business,1440
3109,Male,Loyal Customer,54,Personal Travel,Eco Plus,594
6332,Male,disloyal Customer,27,Business travel,Business,296
129473,Male,Loyal Customer,60,Business travel,Business,2611
70511,Male,Loyal Customer,10,Personal Travel,Eco,867
8529,Female,Loyal Customer,15,Personal Travel,Eco,862
44101,Female,disloyal Customer,20,Business travel,Eco,257
20031,Male,Loyal Customer,52,Business travel,Business,2398
2103,Male,Loyal Customer,60,Personal Travel,Eco,812
33484,Male,Loyal Customer,44,Business travel,Business,2496
41094,Female,Loyal Customer,50,Business travel,Eco,140
76419,Male,Loyal Customer,40,Business travel,Business,3142
107120,Female,disloyal Customer,23,Business travel,Eco,842
109543,Female,Loyal Customer,30,Personal Travel,Eco,861
86687,Male,Loyal Customer,51,Personal Travel,Business,1747
106144,Female,Loyal Customer,58,Business travel,Eco,302
126649,Male,Loyal Customer,46,Personal Travel,Eco,602
5451,Male,Loyal Customer,52,Business travel,Business,265
99445,Male,disloyal Customer,20,Business travel,Business,283
44102,Male,Loyal Customer,46,Business travel,Business,473
81994,Male,disloyal Customer,46,Business travel,Eco,1253
54677,Female,Loyal Customer,46,Business travel,Business,2758
32338,Male,Loyal Customer,56,Business travel,Business,3344
56855,Male,Loyal Customer,54,Personal Travel,Business,2565
5993,Female,Loyal Customer,55,Business travel,Business,3494
100442,Female,disloyal Customer,27,Business travel,Business,780
74164,Male,Loyal Customer,52,Personal Travel,Eco,721
59220,Male,Loyal Customer,18,Personal Travel,Eco,1440
47033,Female,Loyal Customer,48,Business travel,Business,2624
51724,Male,Loyal Customer,66,Personal Travel,Eco,493
107246,Male,Loyal Customer,42,Business travel,Business,307
102045,Male,Loyal Customer,43,Business travel,Business,2864
80996,Male,Loyal Customer,36,Business travel,Business,2614
55696,Male,Loyal Customer,50,Business travel,Business,2633
4705,Female,Loyal Customer,45,Personal Travel,Eco,489
124533,Female,Loyal Customer,45,Business travel,Business,3139
89236,Female,Loyal Customer,56,Business travel,Business,2139
27404,Male,Loyal Customer,42,Business travel,Eco,671
66299,Female,Loyal Customer,58,Business travel,Business,1578
90250,Male,Loyal Customer,9,Personal Travel,Eco,1121
69604,Male,Loyal Customer,60,Personal Travel,Eco,2475
62231,Female,Loyal Customer,52,Personal Travel,Eco,2454
127414,Male,Loyal Customer,50,Personal Travel,Eco,872
83287,Male,Loyal Customer,12,Personal Travel,Eco,1979
62159,Female,Loyal Customer,50,Business travel,Eco,2425
89936,Male,Loyal Customer,59,Personal Travel,Eco,1306
92960,Female,disloyal Customer,21,Business travel,Business,1694
96429,Male,Loyal Customer,58,Personal Travel,Business,302
20254,Male,Loyal Customer,51,Business travel,Business,2048
80034,Male,Loyal Customer,21,Personal Travel,Eco,950
120984,Male,Loyal Customer,44,Business travel,Business,861
58651,Female,disloyal Customer,23,Business travel,Eco,467
45129,Female,disloyal Customer,39,Business travel,Business,174
64820,Female,Loyal Customer,30,Business travel,Business,3218
22529,Female,Loyal Customer,26,Personal Travel,Eco Plus,143
117917,Female,disloyal Customer,24,Business travel,Eco,255
9639,Male,Loyal Customer,66,Personal Travel,Business,284
91209,Female,Loyal Customer,44,Personal Travel,Eco,404
61396,Female,disloyal Customer,38,Business travel,Eco,279
12717,Female,Loyal Customer,38,Business travel,Business,1884
82915,Male,Loyal Customer,24,Personal Travel,Eco,594
120263,Female,disloyal Customer,42,Business travel,Eco,237
108065,Male,Loyal Customer,58,Business travel,Business,849
122726,Female,Loyal Customer,55,Business travel,Business,3136
24852,Male,Loyal Customer,71,Business travel,Eco Plus,991
117853,Female,Loyal Customer,47,Business travel,Business,2133
81119,Male,Loyal Customer,52,Business travel,Business,3925
16367,Male,Loyal Customer,18,Personal Travel,Eco,319
44186,Male,Loyal Customer,33,Business travel,Eco,157
113137,Male,Loyal Customer,35,Business travel,Eco Plus,543
108721,Male,Loyal Customer,29,Business travel,Business,2778
93342,Male,Loyal Customer,57,Business travel,Business,3882
75321,Female,Loyal Customer,46,Business travel,Business,2556
49436,Female,Loyal Customer,39,Business travel,Business,209
65748,Female,Loyal Customer,62,Personal Travel,Eco,936
102057,Female,Loyal Customer,59,Personal Travel,Business,236
39468,Male,Loyal Customer,67,Personal Travel,Eco Plus,129
28492,Female,Loyal Customer,20,Personal Travel,Eco,2846
64793,Female,disloyal Customer,24,Business travel,Eco,247
18513,Female,Loyal Customer,55,Business travel,Business,2187
8799,Female,disloyal Customer,22,Business travel,Eco,522
92140,Male,Loyal Customer,9,Personal Travel,Eco,1576
93211,Female,Loyal Customer,56,Personal Travel,Eco,1756
66112,Male,Loyal Customer,47,Business travel,Business,583
108771,Male,Loyal Customer,44,Business travel,Business,3548
35164,Female,Loyal Customer,17,Business travel,Eco,944
48375,Female,Loyal Customer,44,Personal Travel,Eco,522
46358,Female,disloyal Customer,25,Business travel,Eco,1013
128508,Male,Loyal Customer,63,Personal Travel,Eco,304
98704,Female,Loyal Customer,49,Business travel,Business,2234
18274,Male,Loyal Customer,64,Business travel,Eco Plus,179
20972,Female,Loyal Customer,33,Personal Travel,Eco,689
79500,Female,Loyal Customer,22,Business travel,Business,2317
93098,Male,Loyal Customer,72,Business travel,Business,2162
36733,Female,Loyal Customer,45,Business travel,Business,1754
45812,Male,disloyal Customer,38,Business travel,Eco,391
65598,Female,disloyal Customer,54,Business travel,Business,175
61803,Male,Loyal Customer,54,Personal Travel,Eco,1379
36818,Male,Loyal Customer,33,Business travel,Eco Plus,2300
32419,Female,Loyal Customer,51,Business travel,Eco,201
57621,Female,Loyal Customer,74,Business travel,Business,200
7577,Female,Loyal Customer,59,Business travel,Business,594
40216,Female,disloyal Customer,21,Business travel,Business,358
89656,Female,Loyal Customer,32,Business travel,Eco,950
77601,Female,Loyal Customer,47,Business travel,Business,1561
13121,Female,Loyal Customer,45,Business travel,Business,427
15903,Female,Loyal Customer,36,Business travel,Business,1663
24590,Male,disloyal Customer,25,Business travel,Eco,526
39616,Male,Loyal Customer,48,Personal Travel,Eco,965
31853,Male,Loyal Customer,34,Business travel,Eco,2677
62199,Female,Loyal Customer,8,Personal Travel,Eco,2454
70191,Male,Loyal Customer,60,Business travel,Business,2159
108648,Male,Loyal Customer,9,Personal Travel,Eco,762
30969,Female,Loyal Customer,41,Business travel,Eco Plus,1024
77620,Female,Loyal Customer,24,Business travel,Business,2748
83491,Female,Loyal Customer,47,Business travel,Business,946
128941,Male,Loyal Customer,43,Business travel,Business,3489
22663,Male,Loyal Customer,49,Business travel,Business,589
78836,Female,Loyal Customer,41,Personal Travel,Eco,554
85042,Female,disloyal Customer,24,Business travel,Business,731
36786,Male,Loyal Customer,80,Business travel,Eco,1111
43842,Male,disloyal Customer,27,Business travel,Eco,174
120292,Female,Loyal Customer,34,Personal Travel,Eco,1576
70616,Male,disloyal Customer,13,Business travel,Eco,1217
108944,Male,Loyal Customer,29,Business travel,Eco Plus,1066
109590,Female,Loyal Customer,55,Business travel,Business,1827
29471,Female,Loyal Customer,42,Personal Travel,Business,1216
10953,Female,disloyal Customer,27,Business travel,Eco,191
87170,Male,Loyal Customer,45,Business travel,Business,2920
40114,Male,Loyal Customer,24,Business travel,Eco,368
60959,Male,Loyal Customer,41,Business travel,Business,1981
286,Female,Loyal Customer,41,Business travel,Business,802
99504,Male,Loyal Customer,38,Personal Travel,Eco,307
118938,Male,Loyal Customer,67,Business travel,Business,1618
28296,Male,Loyal Customer,37,Business travel,Business,2061
101005,Male,Loyal Customer,49,Business travel,Business,2635
51263,Male,Loyal Customer,50,Business travel,Eco Plus,89
1507,Male,Loyal Customer,51,Business travel,Business,587
72911,Male,Loyal Customer,51,Business travel,Business,1897
83439,Male,disloyal Customer,22,Business travel,Eco,632
39694,Male,Loyal Customer,34,Personal Travel,Eco,1463
98976,Male,Loyal Customer,68,Personal Travel,Eco,569
28365,Male,Loyal Customer,57,Business travel,Eco,763
54710,Male,Loyal Customer,52,Business travel,Business,454
65308,Male,Loyal Customer,40,Business travel,Business,631
52434,Female,Loyal Customer,64,Personal Travel,Eco,455
36689,Female,Loyal Customer,65,Personal Travel,Eco,1121
12776,Male,Loyal Customer,50,Personal Travel,Eco Plus,721
94201,Female,disloyal Customer,20,Business travel,Business,239
81388,Female,disloyal Customer,28,Business travel,Eco,874
116463,Male,Loyal Customer,15,Personal Travel,Eco,447
66179,Male,disloyal Customer,21,Business travel,Business,550
88102,Female,Loyal Customer,26,Business travel,Business,1947
26949,Female,Loyal Customer,17,Personal Travel,Eco,2402
124725,Female,Loyal Customer,64,Personal Travel,Eco,399
115731,Female,Loyal Customer,44,Business travel,Eco,446
99559,Female,Loyal Customer,47,Business travel,Business,829
1307,Male,Loyal Customer,53,Business travel,Business,2935
79670,Male,Loyal Customer,58,Personal Travel,Eco,760
114149,Male,Loyal Customer,48,Business travel,Business,1975
13103,Female,Loyal Customer,44,Business travel,Business,3529
59222,Male,Loyal Customer,60,Business travel,Business,1440
94357,Male,Loyal Customer,51,Business travel,Business,3490
97449,Male,Loyal Customer,49,Business travel,Business,756
125235,Female,disloyal Customer,14,Business travel,Eco,1149
113769,Female,Loyal Customer,19,Personal Travel,Eco,236
36549,Female,disloyal Customer,24,Business travel,Eco,1249
108169,Female,Loyal Customer,50,Personal Travel,Eco,1166
94873,Male,disloyal Customer,39,Business travel,Eco,189
123289,Male,Loyal Customer,21,Personal Travel,Eco,650
20734,Female,disloyal Customer,30,Business travel,Eco Plus,765
33889,Male,Loyal Customer,7,Personal Travel,Eco Plus,1105
74146,Male,Loyal Customer,40,Business travel,Eco,592
55240,Male,Loyal Customer,50,Business travel,Business,609
23104,Female,Loyal Customer,28,Business travel,Business,223
42011,Male,Loyal Customer,49,Business travel,Business,3283
115119,Male,Loyal Customer,58,Business travel,Business,372
101659,Male,disloyal Customer,23,Business travel,Business,1059
93261,Male,Loyal Customer,48,Business travel,Business,2923
106610,Female,Loyal Customer,23,Personal Travel,Eco,589
91460,Male,Loyal Customer,56,Business travel,Business,859
44817,Female,Loyal Customer,33,Business travel,Eco Plus,802
115610,Male,Loyal Customer,39,Business travel,Business,371
60041,Female,disloyal Customer,25,Business travel,Business,997
92898,Female,Loyal Customer,42,Business travel,Business,134
31018,Female,Loyal Customer,56,Personal Travel,Eco,391
81392,Female,disloyal Customer,20,Business travel,Eco,748
111950,Male,Loyal Customer,29,Business travel,Business,3484
80663,Female,Loyal Customer,17,Business travel,Business,821
107035,Female,Loyal Customer,40,Business travel,Business,480
121308,Female,disloyal Customer,18,Business travel,Eco,1009
123342,Female,Loyal Customer,23,Personal Travel,Eco Plus,328
32903,Female,Loyal Customer,29,Personal Travel,Eco,101
17667,Female,disloyal Customer,19,Business travel,Eco Plus,1008
6464,Female,Loyal Customer,44,Business travel,Eco Plus,296
101707,Female,Loyal Customer,18,Business travel,Business,1624
7978,Female,Loyal Customer,49,Business travel,Business,3616
110803,Male,Loyal Customer,33,Personal Travel,Eco,1105
95617,Female,Loyal Customer,55,Business travel,Eco,484
60591,Female,Loyal Customer,27,Personal Travel,Eco,1558
54418,Female,Loyal Customer,42,Business travel,Business,3632
124866,Male,Loyal Customer,18,Business travel,Eco Plus,280
51574,Female,disloyal Customer,20,Business travel,Eco,451
114082,Female,Loyal Customer,80,Business travel,Business,2422
35331,Female,Loyal Customer,62,Business travel,Eco,1076
70468,Male,Loyal Customer,59,Business travel,Business,2980
119099,Male,Loyal Customer,47,Business travel,Business,1107
110397,Male,disloyal Customer,27,Business travel,Eco,925
108193,Male,Loyal Customer,55,Business travel,Business,1624
29278,Male,Loyal Customer,54,Business travel,Business,3995
98147,Female,Loyal Customer,52,Business travel,Business,562
97689,Female,disloyal Customer,27,Business travel,Eco Plus,491
20805,Male,disloyal Customer,50,Business travel,Eco,534
30441,Male,Loyal Customer,58,Business travel,Business,3783
62128,Female,Loyal Customer,25,Business travel,Business,2454
50959,Male,Loyal Customer,70,Personal Travel,Eco,373
3920,Male,Loyal Customer,9,Personal Travel,Eco,213
22989,Female,Loyal Customer,62,Personal Travel,Eco,817
111036,Male,disloyal Customer,72,Business travel,Eco,319
34805,Male,Loyal Customer,13,Personal Travel,Eco,301
